Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,SpenderScore
67,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,No,Cash,Store Pickup,No,No,20.0,Debit Card,0,39.561855670103085
33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,PayPal,Store Pickup,No,No,16.0,Bank Transfer,26,66.49484536082473
19,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,No,Cash,Store Pickup,No,No,47.0,Cash,1,48.04222839016653
25,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3.0,No,Debit Card,Free Shipping,No,No,34.0,Credit Card,1,56.41851704996036
32,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,No,PayPal,Store Pickup,No,No,30.0,Credit Card,52,75.12886597938144
30,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,No,Credit Card,Next Day Air,No,No,5.0,PayPal,0,32.73195876288659
18,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,No,Credit Card,Standard,No,No,38.0,Cash,0,24.871134020618552
38,Male,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,No,Credit Card,Free Shipping,No,No,18.0,Credit Card,1,37.86181601903251
22,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Credit Card,Store Pickup,No,No,28.0,Cash,1,45.85150674068199
40,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,No,Venmo,Next Day Air,No,No,42.0,Credit Card,26,67.78350515463917
54,Male,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,No,Debit Card,Free Shipping,No,No,5.0,Credit Card,52,57.21649484536082
70,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,No,Bank Transfer,Express,No,No,50.0,Venmo,13,74.67783505154638
52,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,No,Debit Card,Express,No,No,33.0,Venmo,26,44.71649484536081
34,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Cash,Store Pickup,No,No,1.0,Credit Card,52,55.15463917525773
65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4.0,No,Bank Transfer,Store Pickup,No,No,14.0,Cash,26,51.80412371134021
38,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,No,Credit Card,Express,No,No,48.0,Credit Card,13,39.88402061855669
35,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4.0,No,Cash,Express,No,No,26.0,Cash,52,73.58247422680412
40,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,No,Credit Card,2-Day Shipping,No,No,44.0,Credit Card,1,57.19171292624902
23,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,No,Venmo,Standard,No,No,18.0,Debit Card,26,65.72164948453609
45,Male,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,No,Bank Transfer,Next Day Air,No,No,31.0,Venmo,0,26.804123711340207
40,Male,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,No,Credit Card,Standard,No,No,18.0,Debit Card,52,79.7680412371134
42,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,Bank Transfer,2-Day Shipping,No,No,41.0,Credit Card,0,62.628865979381445
57,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Credit Card,Next Day Air,No,No,18.0,Debit Card,0,40.85051546391752
18,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Bank Transfer,Free Shipping,No,No,3.0,Bank Transfer,0,38.144329896907216
18,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,No,PayPal,Next Day Air,No,No,5.0,Credit Card,0,33.24742268041237
56,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,Cash,2-Day Shipping,No,No,13.0,Debit Card,1,13.763877874702619
35,Male,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,No,Credit Card,2-Day Shipping,No,No,22.0,PayPal,1,25.490681998413955
49,Male,Socks,Clothing,90,Delaware,L,Gray,Fall,4.9,No,Venmo,Free Shipping,No,No,45.0,PayPal,26,77.19072164948453
49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Cash,Store Pickup,No,No,39.0,PayPal,0,61.855670103092784
34,Male,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,No,PayPal,Next Day Air,No,No,18.0,Venmo,1,23.94429024583663
63,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Cash,Free Shipping,No,No,19.0,PayPal,26,54.76804123711341
42,Male,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,No,Bank Transfer,Next Day Air,No,No,29.0,Debit Card,52,63.91752577319587
41,Male,Shoes,Footwear,89,Colorado,L,Pink,Summer,4.6,No,Venmo,Store Pickup,No,No,19.0,Credit Card,52,82.73195876288659
26,Male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,No,PayPal,Free Shipping,No,No,22.0,Debit Card,13,62.30670103092783
48,Male,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,3.9,No,Venmo,Express,No,No,21.0,Bank Transfer,1,55.51645519429024
62,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,Credit Card,Store Pickup,No,No,22.0,PayPal,13,29.832474226804123
24,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Venmo,Store Pickup,No,No,44.0,PayPal,0,55.02577319587628
48,Male,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,No,Venmo,Store Pickup,No,No,42.0,Bank Transfer,0,33.634020618556704
31,Male,Blouse,Clothing,22,California,M,Turquoise,Fall,5.0,No,Debit Card,Standard,No,No,33.0,Credit Card,0,21.39175257731959
41,Male,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,No,PayPal,Standard,No,No,6.0,Bank Transfer,1,16.727795400475813
24,Male,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,No,Bank Transfer,Store Pickup,No,No,44.0,Credit Card,0,50.90206185567009
60,Male,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,No,Venmo,Free Shipping,No,No,24.0,Cash,1,56.67624900872323
38,Male,Scarf,Accessories,82,Missouri,M,Blue,Fall,4.9,No,Venmo,Express,No,No,16.0,PayPal,0,45.74742268041237
58,Male,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,No,Cash,Standard,No,No,12.0,Bank Transfer,26,57.21649484536082
53,Male,Backpack,Accessories,22,Arizona,M,Green,Winter,3.1,No,Venmo,2-Day Shipping,No,No,50.0,PayPal,13,36.0180412371134
44,Male,Scarf,Accessories,40,Indiana,XL,Green,Winter,3.5,No,PayPal,Store Pickup,No,No,42.0,Cash,0,34.149484536082475
51,Male,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,No,Bank Transfer,2-Day Shipping,No,No,50.0,PayPal,13,72.10051546391753
36,Male,Coat,Outerwear,94,Montana,XL,Yellow,Fall,3.9,No,Bank Transfer,Store Pickup,No,No,10.0,PayPal,0,49.61340206185567
20,Male,Dress,Clothing,44,Missouri,M,Yellow,Fall,4.3,No,Bank Transfer,Store Pickup,No,No,32.0,Debit Card,52,64.5618556701031
32,Male,Gloves,Accessories,49,Kentucky,S,Blue,Spring,3.8,No,Venmo,Express,No,No,37.0,Venmo,52,69.0721649484536
66,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,No,Credit Card,2-Day Shipping,No,No,15.0,Bank Transfer,13,24.548969072164944
49,Male,Skirt,Clothing,38,Kentucky,M,Yellow,Fall,4.4,No,Credit Card,Store Pickup,No,No,27.0,Credit Card,1,27.939135606661374
27,Male,Blouse,Clothing,72,Georgia,L,Purple,Spring,3.5,No,Debit Card,Express,No,No,7.0,Venmo,52,69.3298969072165
29,Male,Dress,Clothing,99,Alaska,M,Green,Summer,3.4,No,Cash,Free Shipping,No,No,49.0,PayPal,0,67.2680412371134
29,Male,Jacket,Outerwear,38,Maine,L,Charcoal,Spring,4.0,No,Venmo,Standard,No,No,44.0,PayPal,13,41.94587628865979
55,Male,Coat,Outerwear,96,New Mexico,L,Silver,Winter,4.8,No,Credit Card,Express,No,No,13.0,PayPal,0,51.804123711340196
57,Male,Dress,Clothing,27,New York,L,Turquoise,Spring,4.5,No,Cash,Next Day Air,No,No,38.0,PayPal,26,42.01030927835052
29,Male,Shorts,Clothing,24,Oklahoma,M,Gray,Winter,4.4,No,PayPal,Standard,No,No,10.0,Debit Card,52,45.74742268041237
31,Male,Jeans,Clothing,82,Wyoming,L,Red,Summer,4.1,No,Bank Transfer,2-Day Shipping,No,No,25.0,Debit Card,52,81.44329896907217
25,Male,Hat,Accessories,56,Alabama,M,Beige,Summer,4.6,No,Bank Transfer,Next Day Air,No,No,18.0,Credit Card,0,33.118556701030926
61,Male,Gloves,Accessories,25,Maryland,M,Maroon,Fall,3.8,No,Cash,Store Pickup,No,No,6.0,Cash,0,12.5
53,Male,Sneakers,Footwear,67,West Virginia,L,Indigo,Spring,2.9,No,Bank Transfer,Free Shipping,No,No,35.0,Bank Transfer,0,45.36082474226804
22,Male,Shoes,Footwear,21,Kentucky,M,Red,Summer,2.8,No,Bank Transfer,Standard,No,No,31.0,Credit Card,26,36.21134020618556
28,Male,Hoodie,Clothing,27,Kansas,XL,Maroon,Summer,3.0,No,Bank Transfer,Store Pickup,No,No,41.0,Bank Transfer,1,27.681403647898488
18,Male,Sneakers,Footwear,97,Idaho,S,Red,Fall,4.2,No,Debit Card,2-Day Shipping,No,No,8.0,Credit Card,1,51.006145915939726
44,Male,Handbag,Accessories,45,Ohio,S,Black,Winter,4.1,No,Cash,Free Shipping,No,No,34.0,Credit Card,26,49.74226804123711
32,Male,Blouse,Clothing,63,Iowa,XL,Black,Fall,4.1,No,Cash,Express,No,No,20.0,Venmo,1,38.11954797779539
34,Male,Belt,Accessories,100,Michigan,L,Pink,Summer,4.6,No,Cash,2-Day Shipping,No,No,38.0,PayPal,0,63.53092783505154
67,Male,Socks,Clothing,38,South Dakota,L,Blue,Spring,2.5,No,PayPal,Store Pickup,No,No,35.0,Venmo,0,30.41237113402062
66,Male,Blouse,Clothing,45,Nebraska,L,Green,Summer,3.0,No,PayPal,Store Pickup,No,No,6.0,Debit Card,1,23.42882632831086
28,Male,Jewelry,Accessories,91,California,M,Orange,Fall,3.8,No,Credit Card,Next Day Air,No,No,50.0,PayPal,52,95.74742268041237
70,Male,Shorts,Clothing,82,Nevada,M,Orange,Fall,4.1,No,PayPal,Free Shipping,No,No,47.0,Venmo,52,89.94845360824742
37,Male,Boots,Footwear,48,Kansas,L,Magenta,Winter,3.3,No,Venmo,Standard,No,No,23.0,PayPal,0,30.927835051546392
28,Male,Coat,Outerwear,30,Ohio,M,Indigo,Spring,5.0,No,PayPal,2-Day Shipping,No,No,13.0,Credit Card,0,17.783505154639172
43,Male,T-shirt,Clothing,34,Vermont,S,Beige,Spring,3.8,No,Debit Card,Next Day Air,No,No,31.0,Debit Card,13,34.858247422680414
37,Male,Sweater,Clothing,68,Georgia,L,Green,Fall,3.3,No,PayPal,Express,No,No,16.0,Debit Card,0,38.53092783505154
54,Male,Sunglasses,Accessories,95,Maryland,M,Red,Winter,5.0,No,Venmo,Express,No,No,40.0,Debit Card,1,62.34635210150674
50,Male,Hat,Accessories,22,Connecticut,L,Beige,Spring,2.9,No,Credit Card,2-Day Shipping,No,No,45.0,PayPal,0,26.030927835051543
46,Male,Gloves,Accessories,88,Washington,M,Green,Fall,2.5,No,PayPal,Next Day Air,No,No,50.0,Venmo,0,61.98453608247423
60,Male,Socks,Clothing,83,California,M,Orange,Summer,4.7,No,PayPal,Standard,No,No,1.0,Bank Transfer,0,40.46391752577319
40,Male,Handbag,Accessories,87,Montana,L,Cyan,Spring,2.9,No,PayPal,2-Day Shipping,No,No,10.0,Cash,0,46.00515463917525
64,Male,Coat,Outerwear,57,Idaho,M,Violet,Summer,3.7,No,Debit Card,Store Pickup,No,No,48.0,Credit Card,0,45.2319587628866
18,Male,Coat,Outerwear,88,Pennsylvania,XL,Lavender,Summer,4.4,No,Venmo,2-Day Shipping,No,No,38.0,Credit Card,13,65.39948453608247
37,Male,Pants,Clothing,20,Maine,L,Turquoise,Winter,2.9,No,Debit Card,Next Day Air,No,No,21.0,Debit Card,1,16.34119746233148
36,Male,Belt,Accessories,39,Montana,L,Pink,Summer,3.6,No,Cash,Store Pickup,No,No,38.0,Venmo,13,40.141752577319586
51,Male,Sunglasses,Accessories,71,New Jersey,S,Beige,Spring,4.8,No,Bank Transfer,2-Day Shipping,No,No,31.0,Credit Card,26,61.98453608247423
26,Male,Hoodie,Clothing,73,Louisiana,L,Silver,Winter,4.7,No,Bank Transfer,Free Shipping,No,No,9.0,Debit Card,26,54.51030927835052
68,Male,Handbag,Accessories,63,Maine,M,Gold,Summer,2.6,No,Cash,Free Shipping,No,No,47.0,Cash,52,80.15463917525774
27,Male,Gloves,Accessories,78,Florida,L,Silver,Winter,3.4,No,Cash,Standard,No,No,8.0,Cash,0,40.59278350515464
28,Male,Skirt,Clothing,96,Missouri,L,Green,Fall,3.5,No,Bank Transfer,Next Day Air,No,No,30.0,Debit Card,1,58.995836637589214
49,Male,Sunglasses,Accessories,81,North Dakota,M,Teal,Winter,3.4,No,Bank Transfer,2-Day Shipping,No,No,22.0,Bank Transfer,0,47.55154639175259
70,Male,Dress,Clothing,95,Connecticut,S,Gold,Fall,5.0,No,Cash,2-Day Shipping,No,No,3.0,Bank Transfer,0,47.42268041237113
30,Male,Gloves,Accessories,68,Virginia,M,Cyan,Spring,4.6,No,Credit Card,Standard,No,No,15.0,PayPal,13,46.19845360824742
27,Male,Sneakers,Footwear,28,Montana,L,Gold,Spring,4.8,No,PayPal,2-Day Shipping,No,No,10.0,Bank Transfer,0,15.592783505154639
19,Male,T-shirt,Clothing,30,Vermont,L,Violet,Summer,3.7,No,PayPal,Free Shipping,No,No,19.0,Cash,0,20.10309278350515
64,Male,Dress,Clothing,31,Georgia,M,Black,Summer,4.7,No,Venmo,Next Day Air,No,No,36.0,Bank Transfer,26,43.29896907216494
42,Male,Handbag,Accessories,95,Virginia,XL,Brown,Winter,4.4,No,Venmo,Express,No,No,12.0,Bank Transfer,0,50.9020618556701
69,Male,Socks,Clothing,79,Vermont,M,Indigo,Winter,3.5,No,Cash,2-Day Shipping,No,No,49.0,Debit Card,0,56.958762886597924
28,Male,Sneakers,Footwear,39,Montana,L,Yellow,Winter,3.8,No,Credit Card,Standard,No,No,7.0,Debit Card,1,20.722640761300553
47,Male,Jacket,Outerwear,34,New Jersey,M,Purple,Summer,4.7,No,Debit Card,Next Day Air,No,No,28.0,Bank Transfer,13,33.69845360824742
69,Male,Hoodie,Clothing,28,Wyoming,L,White,Spring,3.1,No,PayPal,Store Pickup,No,No,30.0,Credit Card,1,23.94429024583663
56,Male,Sandals,Footwear,38,Maine,XL,Turquoise,Winter,5.0,No,Debit Card,Free Shipping,No,No,29.0,PayPal,13,36.14690721649484
28,Male,Shoes,Footwear,55,New Mexico,M,Olive,Spring,3.7,No,Credit Card,Free Shipping,No,No,9.0,Debit Card,0,29.12371134020618
50,Male,Sandals,Footwear,31,Colorado,M,Beige,Winter,3.0,No,PayPal,Next Day Air,No,No,27.0,Debit Card,26,39.819587628865975
39,Male,Coat,Outerwear,84,Connecticut,S,Lavender,Spring,4.5,No,Cash,Store Pickup,No,No,21.0,Venmo,26,64.81958762886597
35,Male,Gloves,Accessories,93,Maryland,L,White,Winter,4.7,No,Bank Transfer,Express,No,No,36.0,Credit Card,13,67.20360824742268
59,Male,Coat,Outerwear,28,Oregon,L,Brown,Winter,3.5,No,Debit Card,Free Shipping,No,No,19.0,Debit Card,1,19.69171292624901
44,Male,Boots,Footwear,55,New York,M,Charcoal,Summer,4.4,No,Debit Card,2-Day Shipping,No,No,47.0,Cash,52,76.03092783505154
66,Male,Skirt,Clothing,63,Oklahoma,L,Maroon,Winter,2.6,No,Cash,Standard,No,No,38.0,Bank Transfer,1,45.07831086439333
20,Male,Skirt,Clothing,94,Alabama,M,Red,Winter,4.2,No,Credit Card,2-Day Shipping,No,No,22.0,Venmo,0,54.25257731958762
45,Male,Pants,Clothing,36,North Dakota,M,Maroon,Fall,2.6,No,Credit Card,Express,No,No,29.0,Venmo,0,27.061855670103085
49,Male,Hat,Accessories,97,Nebraska,S,Teal,Spring,4.8,No,Venmo,Free Shipping,No,No,42.0,Bank Transfer,1,64.15047581284693
60,Male,Backpack,Accessories,63,Arizona,L,Orange,Summer,2.9,No,Venmo,Store Pickup,No,No,47.0,PayPal,0,47.9381443298969
61,Male,Scarf,Accessories,77,Illinois,S,Olive,Spring,4.3,No,Credit Card,2-Day Shipping,No,No,10.0,Credit Card,0,40.85051546391752
36,Male,Scarf,Accessories,53,South Carolina,XL,Olive,Fall,2.6,No,Credit Card,Store Pickup,No,No,10.0,Venmo,13,36.53350515463917
33,Male,Shirt,Clothing,77,Kansas,M,Beige,Spring,3.8,No,Cash,Next Day Air,No,No,1.0,PayPal,0,37.371134020618555
49,Male,Boots,Footwear,79,Kansas,L,Green,Summer,4.2,No,Credit Card,Standard,No,No,7.0,Credit Card,13,48.77577319587629
31,Male,Coat,Outerwear,37,Idaho,M,Black,Summer,3.9,No,Venmo,Store Pickup,No,No,10.0,Venmo,26,36.340206185567006
19,Male,Belt,Accessories,94,California,M,Green,Winter,3.1,No,Cash,Free Shipping,No,No,11.0,Credit Card,52,82.21649484536083
39,Male,Boots,Footwear,76,North Dakota,S,Violet,Fall,3.6,No,PayPal,Store Pickup,No,No,5.0,Cash,1,39.021609833465504
66,Male,Sneakers,Footwear,68,Georgia,S,Silver,Fall,4.0,No,PayPal,Express,No,No,21.0,PayPal,0,40.46391752577319
25,Male,Shirt,Clothing,65,Illinois,L,Maroon,Spring,3.4,No,Cash,Next Day Air,No,No,24.0,Bank Transfer,0,40.07731958762887
63,Male,Blouse,Clothing,24,Delaware,M,Cyan,Summer,2.6,No,Venmo,Standard,No,No,37.0,Credit Card,26,40.07731958762887
56,Male,Jacket,Outerwear,31,Connecticut,L,Teal,Summer,4.5,No,Cash,Express,No,No,22.0,Venmo,0,21.778350515463917
20,Male,Skirt,Clothing,89,Tennessee,M,Olive,Fall,4.9,No,Credit Card,Standard,No,No,16.0,Debit Card,26,65.46391752577318
58,Male,Socks,Clothing,49,Maryland,M,Red,Summer,4.4,No,Venmo,2-Day Shipping,No,No,44.0,PayPal,13,47.615979381443296
34,Male,Sandals,Footwear,92,Rhode Island,XL,Lavender,Fall,3.5,No,Credit Card,Express,No,No,14.0,Venmo,0,50.128865979381445
28,Male,T-shirt,Clothing,32,New York,S,Orange,Winter,3.3,No,Bank Transfer,Express,No,No,23.0,Bank Transfer,0,22.68041237113402
22,Male,Jacket,Outerwear,67,New Mexico,L,Brown,Winter,3.1,No,Bank Transfer,Standard,No,No,46.0,Debit Card,26,65.72164948453607
37,Male,Belt,Accessories,64,California,S,Gray,Fall,4.2,No,Credit Card,Express,No,No,46.0,Cash,0,48.06701030927836
54,Male,Shoes,Footwear,84,Maine,M,Orange,Spring,4.9,No,PayPal,Next Day Air,No,No,16.0,PayPal,0,46.77835051546391
65,Male,Blouse,Clothing,34,New York,M,Orange,Fall,3.9,No,Venmo,Standard,No,No,40.0,Credit Card,0,30.283505154639172
57,Male,Shoes,Footwear,26,Hawaii,M,Turquoise,Winter,4.2,No,Bank Transfer,Free Shipping,No,No,21.0,Cash,1,19.43398096748612
38,Male,Sweater,Clothing,50,New Hampshire,S,Cyan,Fall,4.9,No,Credit Card,Store Pickup,No,No,25.0,PayPal,0,32.73195876288659
70,Male,Boots,Footwear,46,Nebraska,M,Yellow,Fall,2.8,No,Credit Card,Store Pickup,No,No,25.0,Bank Transfer,0,30.670103092783506
56,Male,Handbag,Accessories,71,Montana,M,White,Fall,4.1,No,Credit Card,Standard,No,No,25.0,Debit Card,0,43.55670103092783
56,Male,Blouse,Clothing,78,Wisconsin,M,Blue,Summer,4.8,No,Cash,Next Day Air,No,No,27.0,Venmo,13,55.99226804123711
22,Male,Skirt,Clothing,35,Tennessee,S,Purple,Winter,4.1,No,PayPal,Next Day Air,No,No,12.0,Cash,13,28.028350515463917
57,Male,Backpack,Accessories,58,Montana,M,Gray,Summer,3.0,No,Bank Transfer,Free Shipping,No,No,27.0,Debit Card,0,37.628865979381445
53,Male,Shirt,Clothing,67,Michigan,L,Cyan,Fall,4.2,No,Bank Transfer,2-Day Shipping,No,No,40.0,Credit Card,0,47.293814432989684
53,Male,Sweater,Clothing,93,Texas,L,Pink,Spring,3.8,No,Bank Transfer,Standard,No,No,38.0,Credit Card,0,59.92268041237113
19,Male,Scarf,Accessories,81,Pennsylvania,S,Gold,Spring,3.3,No,Venmo,2-Day Shipping,No,No,44.0,Bank Transfer,0,56.05670103092785
49,Male,Handbag,Accessories,80,New York,L,Silver,Fall,4.7,No,Debit Card,2-Day Shipping,No,No,27.0,Venmo,0,48.96907216494844
44,Male,Scarf,Accessories,64,Alabama,M,Gray,Spring,4.3,No,Cash,2-Day Shipping,No,No,30.0,Credit Card,0,41.88144329896907
27,Male,Jeans,Clothing,41,Virginia,M,Brown,Fall,2.7,No,Venmo,Standard,No,No,24.0,Credit Card,13,35.76030927835052
60,Male,Socks,Clothing,79,Pennsylvania,XL,Pink,Winter,4.2,No,PayPal,Express,No,No,38.0,Cash,0,52.7061855670103
62,Male,Sunglasses,Accessories,60,Mississippi,L,Maroon,Winter,4.2,No,Credit Card,Free Shipping,No,No,4.0,PayPal,0,29.768041237113398
52,Male,Sneakers,Footwear,91,Wyoming,S,Peach,Winter,2.5,No,Cash,Next Day Air,No,No,32.0,Venmo,13,64.6262886597938
30,Male,Shoes,Footwear,66,New Mexico,L,Brown,Winter,3.6,No,PayPal,Express,No,No,32.0,Credit Card,26,59.7938144329897
66,Male,Socks,Clothing,85,North Dakota,L,Green,Winter,3.4,No,Bank Transfer,Standard,No,No,28.0,Bank Transfer,0,51.93298969072164
29,Male,Sunglasses,Accessories,38,New Jersey,M,Lavender,Summer,3.3,No,Credit Card,Standard,No,No,6.0,Debit Card,0,19.20103092783505
24,Male,Sweater,Clothing,23,Vermont,M,Cyan,Winter,4.6,No,Debit Card,Standard,No,No,24.0,PayPal,13,26.481958762886592
51,Male,Shoes,Footwear,71,Alaska,M,Black,Spring,3.9,No,Debit Card,Store Pickup,No,No,38.0,Venmo,52,80.79896907216494
67,Male,Socks,Clothing,25,Indiana,M,Charcoal,Winter,3.7,No,PayPal,Next Day Air,No,No,28.0,Debit Card,1,21.62470261697066
50,Male,Boots,Footwear,39,Alabama,XL,Silver,Spring,3.1,No,Debit Card,Express,No,No,9.0,PayPal,26,36.98453608247422
37,Male,Hoodie,Clothing,20,Michigan,M,Gray,Spring,4.9,No,Bank Transfer,Express,No,No,21.0,Debit Card,0,15.721649484536082
69,Male,Gloves,Accessories,73,Washington,L,Peach,Winter,4.7,No,Cash,Standard,No,No,31.0,Debit Card,13,54.96134020618556
60,Male,Backpack,Accessories,63,Virginia,L,Peach,Fall,2.9,No,PayPal,Next Day Air,No,No,18.0,Credit Card,0,36.72680412371133
21,Male,Gloves,Accessories,94,Tennessee,XL,Cyan,Spring,4.1,No,Venmo,Express,No,No,5.0,Cash,52,79.89690721649482
44,Male,Blouse,Clothing,94,South Dakota,L,Magenta,Fall,4.0,No,Venmo,Next Day Air,No,No,22.0,Cash,1,54.872125297383036
26,Male,Scarf,Accessories,71,New Hampshire,L,Teal,Summer,2.7,No,Debit Card,Store Pickup,No,No,37.0,PayPal,0,48.19587628865979
40,Male,Hat,Accessories,77,South Dakota,M,Peach,Spring,4.0,No,Credit Card,2-Day Shipping,No,No,22.0,Debit Card,13,53.54381443298969
41,Male,Scarf,Accessories,66,Pennsylvania,M,Black,Fall,2.5,No,Credit Card,Next Day Air,No,No,36.0,PayPal,26,61.34020618556701
62,Male,Sandals,Footwear,23,Wisconsin,M,Teal,Summer,4.5,No,Bank Transfer,Free Shipping,No,No,23.0,PayPal,1,18.66078509119746
39,Male,Sweater,Clothing,60,California,M,Turquoise,Spring,3.9,No,Debit Card,Express,No,No,44.0,Debit Card,52,77.44845360824742
53,Male,Backpack,Accessories,72,Rhode Island,L,Gold,Spring,4.9,No,Cash,2-Day Shipping,No,No,25.0,Bank Transfer,1,44.691712926249
24,Male,Blouse,Clothing,35,Alabama,L,Green,Winter,3.3,No,Debit Card,2-Day Shipping,No,No,40.0,PayPal,0,30.798969072164944
41,Male,Scarf,Accessories,31,Oklahoma,M,Brown,Fall,3.8,No,Venmo,Express,No,No,12.0,PayPal,52,50.128865979381445
19,Male,Socks,Clothing,33,Illinois,L,Blue,Summer,2.9,No,Credit Card,Standard,No,No,14.0,Venmo,13,27.77061855670103
36,Male,Hat,Accessories,95,Tennessee,M,Gold,Summer,4.0,No,Credit Card,2-Day Shipping,No,No,14.0,Debit Card,13,59.72938144329897
21,Male,Dress,Clothing,68,Alabama,M,Peach,Fall,4.1,No,Credit Card,Store Pickup,No,No,10.0,Debit Card,1,36.83088818398097
25,Male,Coat,Outerwear,87,Kansas,M,Violet,Spring,3.1,No,Cash,Store Pickup,No,No,17.0,Bank Transfer,0,48.71134020618556
65,Male,Shirt,Clothing,64,Arizona,XL,Yellow,Winter,4.6,No,Debit Card,Express,No,No,24.0,Debit Card,26,55.6701030927835
42,Male,Shirt,Clothing,74,Michigan,M,Black,Winter,4.6,No,PayPal,Next Day Air,No,No,31.0,Bank Transfer,0,47.42268041237113
40,Male,Jeans,Clothing,62,Missouri,L,Silver,Spring,2.6,No,Cash,2-Day Shipping,No,No,36.0,Cash,1,43.7896510705789
58,Male,Socks,Clothing,97,Louisiana,M,Brown,Winter,5.0,No,Debit Card,2-Day Shipping,No,No,38.0,PayPal,0,61.984536082474214
40,Male,Sandals,Footwear,47,Connecticut,L,Peach,Fall,2.9,No,Cash,2-Day Shipping,No,No,23.0,Debit Card,26,46.52061855670103
62,Male,Blouse,Clothing,83,Connecticut,M,Cyan,Winter,3.5,No,Debit Card,2-Day Shipping,No,No,47.0,PayPal,0,58.24742268041238
38,Male,Shirt,Clothing,82,Oregon,M,Olive,Spring,3.7,No,Credit Card,2-Day Shipping,No,No,20.0,Venmo,52,79.5103092783505
37,Male,Sunglasses,Accessories,26,West Virginia,L,Black,Fall,2.9,No,Bank Transfer,Store Pickup,No,No,41.0,Venmo,13,34.60051546391752
65,Male,Jacket,Outerwear,81,Florida,M,Orange,Winter,4.3,No,PayPal,Free Shipping,No,No,44.0,Bank Transfer,26,72.16494845360826
55,Male,Dress,Clothing,44,New Hampshire,L,Beige,Spring,3.2,No,Debit Card,Store Pickup,No,No,31.0,Cash,13,40.01288659793815
43,Male,Sunglasses,Accessories,88,Oregon,M,Peach,Winter,4.2,No,PayPal,Next Day Air,No,No,11.0,Credit Card,0,46.90721649484536
43,Male,Boots,Footwear,76,Oregon,M,Pink,Winter,4.2,No,Cash,Standard,No,No,25.0,PayPal,0,46.13402061855669
45,Male,Scarf,Accessories,89,Utah,M,Brown,Winter,3.8,No,PayPal,Free Shipping,No,No,31.0,Cash,52,87.37113402061856
64,Male,Shorts,Clothing,22,Missouri,M,Magenta,Fall,4.4,No,Bank Transfer,Standard,No,No,40.0,Debit Card,52,56.31443298969071
28,Male,Shorts,Clothing,33,West Virginia,L,Cyan,Winter,3.1,No,Venmo,2-Day Shipping,No,No,23.0,Credit Card,0,23.195876288659793
